id,num_RV,num_samples,MCMC,unimodal
2075868096305861120,3,256,0,0
2075868955299329408,5,256,0,0
2075869024018818944,6,3,0,0
2075869058378560640,3,256,0,0
2075869058379529344,3,256,0,0
2075870501487767680,3,256,0,0
2075871150015814784,3,256,0,0
2075871253098189440,3,256,0,0
2075871257401905280,3,256,0,0
2075871532279882368,3,256,0,0
2075871807157785856,3,256,0,0
2075872356913627520,3,256,0,0
2075872941029111552,7,5,0,0
2075873284626528640,3,256,0,0
2075873387705752064,3,256,0,0
2075873525144721536,6,256,0,0
2075874074900400896,3,256,0,0
2075874246699122816,3,256,0,0
2075874418497944704,7,256,0,0
2075874452857533184,7,229,0,0
2075874482910553856,7,256,0,0
2075875071332796928,3,256,0,0
2075875307544319616,5,256,0,0
2075875311850991488,3,256,0,0
2075875552369147904,3,256,0,0
2075875586728894208,5,256,0,0
2075875655448388736,3,256,0,0
2075875655448389120,6,256,0,0
2075875655448396160,4,256,0,0
2075875685501488896,3,256,0,0
2075875758527633536,3,256,0,0
2075875827247111552,3,256,0,0
2075875999045835136,3,256,0,0
2075876136484763904,7,256,0,0
2075876170844515840,7,139,0,0
2075876411362723328,4,256,0,0
2075876445722470784,6,256,0,0
2075876583157943808,3,256,0,0
2075876583161403392,7,256,0,0
2075876617521142016,3,256,0,0
2075876651880868224,3,256,0,0
2075876754960126208,3,256,0,0
2075876961118480512,3,256,0,0
2075877098557450112,3,256,0,0
2075877373435347072,3,256,0,0
2075877373435348096,5,256,0,0
2075877373435354240,6,256,0,0
2075877613953561856,7,136,0,0
2075877644004670464,7,244,0,0
2075877648313310848,4,256,0,0
2075877648313315456,3,256,0,0
2075877678366383744,6,256,0,0
2075877712724148224,3,256,0,0
2075877751392481792,7,256,0,0
2075877781443623808,4,256,0,0
2075877785752234752,3,256,0,0
2075877854471733504,3,256,0,0
2075877888831466112,3,256,0,0
2075877923191210880,5,256,0,0
2076054910201497216,6,256,0,0
2076055666115742208,3,256,0,0
2076055769194968064,4,256,0,0
2076056318950838656,3,256,0,0
2076056353310544640,7,17,0,0
2076056662548254080,3,256,0,0
2076056868706703744,4,256,0,0
2076056868706707712,3,256,0,0
2076057040505379200,3,256,0,0
2076057139278663936,3,256,0,0
2076057212304006528,7,256,0,0
2076057418462456704,3,256,0,0
2076057624620888192,3,256,0,0
2076057693340350720,3,256,0,0
2076057899498842496,3,256,0,0
2076058140016994688,6,3,0,0
2076060682637579392,6,256,0,0
2076060957515467008,3,256,0,0
2076060991875219456,3,256,0,0
2076061369832357888,3,256,0,0
2076061404192109696,4,256,0,0
2076061472911617024,3,256,0,0
2076061743483986432,3,256,0,0
2076061988307619712,3,256,0,0
2076062125746594304,6,256,0,0
2076062194466071168,4,256,0,0
2076062744221979008,3,256,0,0
2076062881661231232,3,256,0,0
2076063122179130624,7,256,0,0
2076063152230925312,3,256,0,0
2076063156538853632,7,256,0,0
2076063328337585024,3,256,0,0
2076063362697328256,7,256,0,0
2076063465776549632,6,256,0,0
2076063568855737728,7,256,0,0
2076063603215485184,3,256,0,0
2076063740654455680,8,256,0,0
2076063946812842880,3,256,0,0
2076064015532315392,7,256,0,0
2076064084251764096,3,256,0,0
2076064084251768064,6,256,0,0
2076064668367353728,3,256,0,0
2076064737086848000,3,256,0,0
2076064874525839744,6,256,0,0
2076064908885584768,3,256,0,0
2076065080684284288,7,256,0,0
2076065183763486464,7,256,0,0
2076065218123214208,3,256,0,0
2076065419973653632,3,256,0,0
2076065424281683584,3,256,0,0
2076065458641430528,7,256,0,0
2076065561720652160,7,256,0,0
2076065699159591296,3,256,0,0
2076065836598553728,7,0,1,1
2076065974037663232,3,256,0,0
2076066145836177408,4,256,0,0
2076066180195900160,3,256,0,0
2076066180198015744,5,256,0,0
2076066248915354368,3,256,0,0
2076066420714081664,6,256,0,0
2076066489433553920,3,256,0,0
2076066828726173952,6,256,0,0
2076066901752525440,3,256,0,0
2076067176628208768,6,256,0,0
2076067275402192256,7,42,0,0
2076067588945086336,3,256,0,0
2076067623304851456,6,256,0,0
2076067760743816576,3,256,0,0
2076067760743817472,3,256,0,0
2076067760743820032,3,256,0,0
2076067932542496000,7,0,1,1
2076067932542498560,3,256,0,0
2076068035621721728,5,256,0,0
2076068173060601600,3,256,0,0
2076068271834837248,3,256,0,0
2076068310499578496,3,256,0,0
2076068413570181632,3,256,0,0
2076068860255440640,5,256,0,0
2076068890310424960,3,256,0,0
2076068894615192832,3,256,0,0
2076069032054110208,8,256,0,0
2076069062109136000,3,256,0,0
2076069066413835648,5,256,0,0
2076069513090518016,3,256,0,0
2076069543142253056,6,256,0,0
2076069616169707776,3,256,0,0
2076069994126891520,3,256,0,0
2076070131565828480,7,256,0,0
2076070440803424384,3,256,0,0
2076070715681319936,3,256,0,0
2076070848816028800,7,256,0,0
2076070887480044544,3,256,0,0
2076071059278765184,7,256,0,0
2076071093638513536,7,256,0,0
2076071127998239488,3,256,0,0
2076071368516604160,6,256,0,0
2076073808057604992,3,256,0,0
2076074220374495104,3,256,0,0
2076074387874312064,6,256,0,0
2076074460892691200,3,256,0,0
2076074701401939328,6,256,0,0
2076080302048246912,3,256,0,0
2076080370767715456,7,256,0,0
2076080572621563520,3,256,0,0
2076080817444353920,3,256,0,0
2076080954883329536,3,256,0,0
2076081092322249216,3,256,0,0
2076081264121193984,4,256,0,0
2076082775942073984,3,256,0,0
2076083188266601472,3,256,0,0
2080059640783332096,3,256,0,0
2080061393129929088,5,256,0,0
2080062630080516864,4,256,0,0
2080062973677923840,7,238,0,0
2080063179836362880,3,256,0,0
2080063317275335168,3,256,0,0
2080063729592203392,4,256,0,0
2080064206327319552,3,256,0,0
2080064485506449152,3,256,0,0
2080064515564300160,4,256,0,0
2080064588585669632,3,256,0,0
2080064653004009088,6,256,0,0
2080064657305128832,4,256,0,0
2080064726025932800,3,256,0,0
2080084654674211456,3,256,0,0
2080085582385980288,5,256,0,0
2080086338300219136,4,256,0,0
2080086338300220032,3,256,0,0
2080086716257347328,3,256,0,0
2080087162933787008,9,0,1,1
2080087266013008512,4,256,0,0
2080087643970202624,5,256,0,0
2080087884488379776,3,256,0,0
2080088331164882560,6,39,0,0
2080088395582464128,3,256,0,0
2080089258877964288,3,256,0,0
2080089396316882688,4,256,0,0
2080089396316887424,3,256,0,0
2080089598179046016,5,256,0,0
2080089705554570368,3,256,0,0
2080089877353287040,4,256,0,0
2080090220950601856,3,256,0,0
2080090289670075264,6,256,0,0
2080090427109053568,9,256,0,0
2080090461468747904,5,256,0,0
2080090495828501888,3,256,0,0
2080090770706463360,3,256,0,0
2080091079944085632,3,256,0,0
2080092179455846400,3,256,0,0
2080092312592633216,3,256,0,0
2080092381313086976,3,256,0,0
2080092901011453568,4,256,0,0
2080093210247977600,9,256,0,0
2080095924667289216,6,47,0,0
2080096268264701184,4,256,0,0
2080096336984170752,3,256,0,0
2080096474423150464,3,256,0,0
2080097058538601088,7,256,0,0
2080097191676689536,3,256,0,0
2080097260396182016,5,256,0,0
2080097573934764416,3,256,0,0
2080098119389671168,4,256,0,0
2080098123690634112,6,256,0,0
2080099120123024896,8,2,0,1
2080099120123025024,3,256,0,0
2080099154482771200,7,136,0,0
2080099635519245184,3,256,0,0
2080099738598460800,3,256,0,0
2080099807317935232,3,256,0,0
2080099979116631808,4,256,0,0
2080471510966477312,3,256,0,0
2080474122306580608,3,256,0,0
2080475084380577152,3,256,0,0
2080475909013845888,6,256,0,0
2081865172011516160,3,256,0,0
2081865829154396928,3,256,0,0
2081877270947189376,3,256,0,0
2081877408386167680,3,256,0,0
2081877545825154944,3,256,0,0
2081877717623830784,3,256,0,0
2081877717623831424,3,256,0,0
2081877786343314432,3,256,0,0
2081877816395363456,3,256,0,0
2081877820703063808,3,256,0,0
2081877889422566784,3,256,0,0
2081877919474614144,3,256,0,0
2081878267379588480,3,256,0,0
2081878267381251456,3,256,0,0
2081878473538039168,3,256,0,0
2081878507897782528,5,256,0,0
2081878507897784960,3,256,0,0
2081878507897786880,7,256,0,0
2081878645336779520,6,256,0,0
2081878778468124416,3,256,0,0
2081878885854911104,3,256,0,0
2081878885854913664,3,256,0,0
2081879023293899520,3,256,0,0
2081879538690061184,7,256,0,0
2081879607409534080,3,256,0,0
2081879813568030208,3,256,0,0
2081879847927756160,3,256,0,0
2081880088445929088,3,256,0,0
2081880088445931776,7,256,0,0
2081880260244518784,5,256,0,0
2081880328964035328,3,256,0,0
2081880397683498368,7,0,1,1
2081880672561399936,3,256,0,0
2081880775637432960,3,256,0,0
2081880844351972096,3,256,0,0
2081880913079644288,5,256,0,0
2081881084878283136,3,256,0,0
2081881359756034176,6,256,0,0
2081881565914461056,3,256,0,0
2081881699045620992,3,256,0,0
2081881703353427456,7,256,0,0
2081881905204354048,8,256,0,0
2081881943871643520,7,6,0,0
2081881978231397248,7,2,0,0
2081882390548181376,3,256,0,0
2081882459267654400,3,256,0,0
2081882493627397248,4,256,0,0
2081882562346895232,3,256,0,0
2081882837224798976,3,256,0,0
2081882871584522496,3,256,0,0
2081882940304028032,6,86,0,0
2081883043383255808,5,256,0,0
2081883112102764288,7,256,0,0
2081883283901827712,3,256,0,0
2081883352621304704,6,256,0,0
2081883386980653184,3,256,0,0
2081883455700133760,3,256,0,0
2081883696218360448,6,256,0,0
2081883730578112128,3,256,0,0
2081883936736540672,6,256,0,0
2081883971096271232,6,9,0,0
2081884314693681408,3,256,0,0
2081884623931281024,5,36,0,0
2081884658290989312,3,256,0,0
2081884795729972992,3,256,0,0
2081884864449429632,3,256,0,0
2081885104967623424,3,256,0,0
2081885276766369792,3,256,0,0
2081885311126130432,3,256,0,0
2081885448565043584,3,256,0,0
2081885581696839552,3,256,0,0
2081886891674137728,3,256,0,0
2081886891674141952,6,214,0,0
2081887132192285440,4,256,0,0
2081887166552036224,3,256,0,0
2081887613228677376,3,256,0,0
2081890121489533952,7,194,0,0
2081890155849265024,7,0,1,1
2081890258928513152,3,256,0,0
2081890288980930560,3,256,0,0
2081890362007685760,3,256,0,0
2081890499446664064,3,256,0,0
2081891186641405440,5,256,0,0
2081891255360877568,3,256,0,0
2081891594650263424,3,256,0,0
2081891667677758336,3,256,0,0
2081892011275170560,3,256,0,0
2082070544473418880,5,256,0,0
2082070819351324800,3,256,0,0
2082070922430542592,7,122,0,0
2082071025509770624,6,256,0,0
2082071089923538176,5,256,0,0
2082071094229260672,3,256,0,0
2082071300387670656,7,256,0,0
2082071399161235328,4,256,0,0
2082071403466905600,4,256,0,0
2082071472186382592,3,256,0,0
2082071575265552640,3,256,0,0
2082071609625295104,3,256,0,0
2082071678344788992,3,256,0,0
2082071747064257024,3,256,0,0
2082071747064258048,4,256,0,0
2082071781423979648,6,256,0,0
2082071983276784768,4,256,0,0
2082072193740880384,7,0,1,1
2082072258154717568,3,256,0,0
2082072365539563136,3,256,0,0
2082072365539563904,3,256,0,0
2082072502978527488,3,256,0,0
2082072606057757440,3,256,0,0
2082072709136974976,5,256,0,0
2082072984014881024,3,256,0,0
2082073018374622208,3,256,0,0
2082073190173330176,3,256,0,0
2082073224533062656,3,256,0,0
2082073396331762816,3,256,0,0
2082073499410969856,3,256,0,0
2082073533770710912,3,256,0,0
2082073705569379328,3,256,0,0
2082073843008341760,6,256,0,0
2082073980447280768,3,256,0,0
2082073980447283712,5,256,0,0
2082074044861182336,4,256,0,0
2082074049166759808,3,256,0,0
2082074113580677376,3,256,0,0
2082074220965462912,3,256,0,0
2082074255325212160,7,256,0,0
2082074908160172032,3,256,0,0
2082074942519920768,3,256,0,0
2082075079958860288,5,256,0,0
2082075251757564544,3,256,0,0
2082075389196532864,5,256,0,0
2082075389196534144,3,256,0,0
2082075492275758592,3,256,0,0
2082075526635499392,3,256,0,0
2082075664074609280,3,256,0,0
2082075938952320512,3,256,0,0
2082076042031691392,3,256,0,0
2082076243884437376,3,256,0,0
2082076724920834688,3,256,0,0
2082077004104256512,3,256,0,0
2082077038463999232,3,256,0,0
2082077553860290432,3,256,0,0
2082079203127549568,8,256,0,0
2082079340566507264,3,256,0,0
2082079409285982208,3,256,0,0
2082080302639174528,3,256,0,0
2082087999220609152,3,256,0,0
2128015385881451008,3,256,0,0
2128016695853799296,4,256,0,0
2128018890577388672,6,0,1,1
2128020922102070400,7,256,0,0
2128020990821545600,3,256,0,0
2128021158320430720,3,256,0,0
2128067445187794816,7,4,0,0
2128067823144933376,5,256,0,0
2128067891864407296,3,256,0,0
2128069334973424000,3,256,0,0
2128093592947472512,5,256,0,0
2128094623739688704,3,256,0,0
2128094864257815552,3,256,0,0
2128095104776005248,7,256,0,0
2128095620172099072,3,256,0,0
2128095654531845504,3,256,0,0
2128095723251310464,6,0,1,1
2128096616604445440,3,256,0,0
2128097333857245184,3,256,0,0
2128097441238130432,6,256,0,0
2128097750468944512,8,256,0,0
2128098261570356992,4,256,0,0
2128098295929917440,3,256,0,0
2128098849987500160,4,256,0,0
2128099502815725952,5,256,0,0
2128099640261435008,3,256,0,0
2128099880772897280,3,256,0,0
2128099983858866816,8,0,1,1
2128100052578340352,3,256,0,0
2128100086938058880,5,72,0,0
2128101014651067392,4,256,0,0
2128101182149575808,10,0,1,1
2128101560106699648,3,256,0,0
2128101804925014272,4,256,0,0
2128101873644507008,4,256,0,0
2128101976725587072,6,256,0,0
2128102114162692224,7,13,0,0
2128102492119815168,8,0,1,1
2128102526479557248,4,256,0,0
2128102698278273536,3,256,0,0
2128102801357490048,8,0,1,1
2128102870076957440,3,256,0,0
2128102938796432768,3,256,0,0
2128102938796435712,6,256,0,0
2128103179314615296,3,256,0,0
2128103243733956224,3,256,0,0
2128103797789896576,3,256,0,0
2128103935228838784,7,0,1,0
2128104141387274240,6,126,0,0
2128104210106765312,3,256,0,0
2128104618123369600,5,256,0,0
2128105000380699136,4,256,0,0
2128105137819634816,4,256,0,0
2128105580196046464,5,256,0,0
2128105584489662720,5,256,0,0
2128105584496253824,5,256,0,0
2128105996813096832,3,256,0,0
2128106477849445376,5,256,0,0
2128106576634345216,5,256,0,0
2128106649641603072,3,256,0,0
2128106851506362624,6,2,0,0
2128106993240318976,3,256,0,0
2128107027605284736,4,256,0,0
2128107474281894784,5,256,0,0
2128107779219553280,4,256,0,0
2128107955318595328,8,256,0,0
2128107989678328704,8,256,0,0
2128108058390893312,3,256,0,0
2128108092750656000,11,256,0,0
2128108195836395136,4,256,0,0
2128108436354871936,7,256,0,0
2128108470714617472,4,256,0,0
2128108539434096256,6,4,0,0
2128108573793839232,3,256,0,0
2128108573793840000,4,256,0,0
2128108642513343104,3,256,0,0
2128108706932566272,3,256,0,0
2128108745594158080,5,256,0,0
2128108951750966528,3,256,0,0
2128108951750969088,3,256,0,0
2128109089189944448,4,256,0,0
2128109123549687680,3,256,0,0
2128109329707612288,3,256,0,0
2128109570227736320,6,256,0,0
2128110257413561984,6,0,1,1
2128110635377654272,3,256,0,0
2128110772816892032,4,256,0,0
2128111391291955456,3,256,0,0
2128111627508735488,6,256,0,0
2128111700529585024,4,256,0,0
2128111837968551808,6,256,0,0
2128111941047797632,3,256,0,0
2128112009767272704,3,256,0,0
2128112078486764160,3,256,0,0
2128112181565948800,3,256,0,0
2128112383423070592,3,256,0,0
2128112765681767296,3,256,0,0
2128112800035444096,9,256,0,0
2128112933178882304,3,256,0,0
2128112937480464000,3,256,0,0
2128113074919432320,6,29,0,0
2128113177998678272,3,256,0,0
2128113212358408192,4,256,0,0
2128113418510927360,4,256,0,0
2128113418516832896,4,256,0,0
2128113517294528512,6,26,0,0
2128113727748208768,6,256,0,0
2128113727754388736,3,256,0,0
2128114552388131200,3,256,0,0
2128114758546516480,3,256,0,0
2128114792906267648,3,256,0,0
2128115647598287488,3,256,0,0
2128115789338739328,4,256,0,0
2128115961131419136,5,256,0,0
2128115961137430528,3,256,0,0
2128115995497184384,6,14,0,0
2128116098576364928,4,256,0,0
2128116098576365568,3,256,0,0
2128116201655609984,4,256,0,0
2128116266073586688,4,256,0,0
2128116540951535744,3,256,0,0
2128116751405555968,6,256,0,0
2128116923210078848,3,256,0,0
2128117026289322112,3,256,0,0
2128117090707340416,5,256,0,0
2128117095008800384,4,256,0,0
2128118362018716672,4,256,0,0
2128118499457872640,3,256,0,0
2128118572477647360,3,256,0,0
2128118778636074240,3,256,0,0
2128118881715293440,4,256,0,0
2128119087873694208,3,256,0,0
2128119087873695232,3,256,0,0
2128119190952918016,3,256,0,0
2128119190952920192,3,256,0,0
2128119568910037632,4,256,0,0
2128119878147692160,4,256,0,0
2128120221745116416,6,2,0,0
2128120256104862464,3,256,0,0
2128120256104865536,3,256,0,0
2128120286164390400,3,256,0,0
2128120324824363136,3,256,0,0
2128120359184082944,6,256,0,0
2128120393543835648,6,256,0,0
2128120393543837184,4,256,0,0
2128120565342516736,5,256,0,0
2128120634061986560,3,256,0,0
2128120668421736832,3,256,0,0
2128120702781491072,8,256,0,0
2128120702781492352,3,256,0,0
2128121080733055104,3,256,0,0
2128121080738610176,3,256,0,0
2128121286891350656,6,256,0,0
2128121385676132736,5,256,0,0
2128121458695701888,6,0,1,1
2128121493055451136,9,252,0,0
2128121493055452800,3,256,0,0
2128121493055456512,3,256,0,0
2128121561774912128,3,256,0,0
2128121664854134144,5,256,0,0
2128121802293106048,4,256,0,0
2128121836652852864,3,256,0,0
2128121836652853376,9,0,1,1
2128121901072299904,6,256,0,0
2128121935432044288,3,256,0,0
2128121974091822208,5,256,0,0
2128121974091825280,3,256,0,0
2128122004151549184,3,256,0,0
2128122111525188096,5,256,0,0
2128122248964213632,4,256,0,0
2128122248969727360,3,256,0,0
2128122420768297216,6,256,0,0
2128122730005939584,6,256,0,0
2128122867439085440,6,256,0,0
2128123073603373952,3,256,0,0
2128123211042311552,3,256,0,0
2128123485920186112,3,256,0,0
2128123520279912320,3,256,0,0
2128123554639659392,3,256,0,0
2128123692072778624,3,256,0,0
2128123726438336000,3,256,0,0
2128123760799115776,3,256,0,0
2128124585431880704,3,256,0,0
2128124929029257728,4,256,0,0
2128124963389008384,9,0,1,1
2128124963389009792,7,256,0,0
2128125135187725696,6,256,0,0
2128125135187726080,3,256,0,0
2128125165246890880,5,6,0,0
2128125375705878528,7,0,1,1
2128125577563746304,3,256,0,0
2128125856742195456,7,256,0,0
2128126165979845376,3,256,0,0
2128126436558091776,3,256,0,0
2128126475211834624,8,256,0,0
2128126509578874624,3,256,0,0
2128126647016213248,3,256,0,0
2128127196771758208,3,256,0,0
2128127506009807232,7,3,0,0
2128127849606776704,3,256,0,0
2128127883966516608,4,256,0,0
2128128124484679168,7,256,0,0
2128128261923639424,4,256,0,0
2128128296283380480,5,87,0,0
2128128326343141760,3,256,0,0
2128128360702575616,3,256,0,0
2128129086557384704,3,256,0,0
2128129292715809920,3,256,0,0
2128129498874247168,4,256,0,0
2128129842471629440,7,0,1,1
2128129876831370880,9,256,0,0
2128130048630053888,4,112,0,0
2128130048630054784,3,256,0,0
2128130082989794048,3,256,0,0
2128130117349530368,3,256,0,0
2128130323508364416,3,256,0,0
2128130529666798336,3,256,0,0
2128130632746046592,3,256,0,0
2128130701465518976,4,256,0,0
2128130735825267200,3,256,0,0
2128130838905961344,5,256,0,0
2128130976343423104,5,9,0,0
2128131182501394688,7,2,0,1
2128131251221231360,6,256,0,0
2128131285582429568,3,256,0,0
2128131319940725504,7,256,0,0
2128131526099131776,4,256,0,0
2128131663532747904,4,256,0,0
2128131697897858816,5,256,0,0
2128131938416046336,5,256,0,0
2128131972770439808,4,256,0,0
2128132007135507456,3,256,0,0
2128132075854975232,8,0,1,1
2128132075854976896,3,256,0,0
2128132110214728832,3,256,0,0
2128132243353007232,3,256,0,0
2128132247653628544,3,256,0,0
2128132282013368960,4,256,0,0
2128132316373102208,5,256,0,0
2128132385092596352,4,256,0,0
2128132419452342912,3,256,0,0
2128132453806697728,9,256,0,0
2128132556891271168,6,256,0,0
2128132586950838912,3,256,0,0
2128132621310122880,5,256,0,0
2128132758749075456,5,256,0,0
2128132930547764992,3,256,0,0
2128132934848443520,9,0,1,1
2128133067986720896,3,256,0,0
2128133381525076992,8,38,0,1
2128133450244552704,3,256,0,0
2128133450244555392,3,256,0,0
2128133518964044032,3,256,0,0
2128133622044757760,6,256,0,0
2128133793841949440,3,256,0,0
2128133896921176576,6,175,0,0
2128133896921177600,4,256,0,0
2128134171799078144,6,256,0,0
2128134442376853120,3,256,0,0
2128134579815858048,4,256,0,0
2128134584115918336,3,256,0,0
2128134824634071424,7,256,0,0
2128134893353563904,3,256,0,0
2128135133866662272,7,256,0,0
2128135404451469440,7,4,0,0
2128135408749666304,3,256,0,0
2128135408750445056,7,204,0,0
2128135438808651008,4,256,0,0
2128135541888385152,4,256,0,0
2128136095944021120,4,256,0,0
2128136095944021248,3,256,0,0
2128136267743226624,9,0,1,1
2128136370822408576,6,256,0,0
2128136611340599168,3,256,0,0
2128137573413245568,3,256,0,0
2128137642132747008,3,256,0,0
2128137676493142272,7,256,0,0
2128138054451042176,3,256,0,0
2128138088809362048,4,256,0,0
2128138123169106048,8,0,1,1
2128138260608070144,3,256,0,0
2128138844723598464,3,256,0,0
2128138947802822400,3,256,0,0
2128139016522313216,3,256,0,0
2128139149666352256,8,256,0,0
2128139153956421632,3,256,0,0
2128139222680718208,3,256,0,0
2128139291400212864,3,256,0,0
2128139531918403456,5,256,0,0
2128139600637877120,6,20,0,0
2128139703717086720,3,256,0,0
2128139703717089152,3,256,0,0
2128139703717089920,3,256,0,0
2128140146092810368,3,256,0,0
2128140219113783168,3,256,0,0
2128140219113783296,8,5,0,0
2128140253472804736,3,256,0,0
2128140352251239808,4,256,0,0
2128140425271501824,3,256,0,0
2128140665791147520,5,256,0,0
2128141112466248576,4,256,0,0
2128141417403122944,4,256,0,0
2128141593502618496,4,256,0,0
2128141662222089216,5,256,0,0
2128141696581841536,4,256,0,0
2128142108898708992,6,256,0,0
2128142280697438208,8,0,1,1
2128142413835532928,4,256,0,0
2128142413836624768,3,256,0,0
2128142830453283200,6,0,1,1
2128143169751179904,4,256,0,0
2128143311489560192,3,256,0,0
2128143792525938432,3,256,0,0
2128143826885684864,5,65,0,0
2128144204842804992,6,256,0,0
2128144342281521152,7,54,0,0
2128144376641264768,3,256,0,0
2128144651519171968,4,256,0,0
2128144823317868288,6,256,0,0
2128144857677611264,3,256,0,0
2128145166915272832,3,256,0,0
2128145166915275392,5,256,0,0
2128145201275015296,6,256,0,0
2128145368773804288,6,256,0,0
2128145471852927232,3,256,0,0
2128145544872361984,7,0,1,1
2128145716671044352,3,256,0,0
2128145819751144704,3,256,0,0
2128145957189232256,3,256,0,0
2128146025908733568,3,256,0,0
2128146335146361856,5,68,0,0
2128146472585332096,3,256,0,0
2128146541304841088,3,256,0,0
2128146575664591872,3,256,0,0
2128146610024321152,3,256,0,0
2128147121119697024,4,256,0,0
2128147361638828672,8,256,0,0
2128147400298334592,5,256,0,0
2128147812615179776,3,256,0,0
2128147915694359168,5,256,0,0
2128147980119157760,7,256,0,0
2128148190572304128,3,256,0,0
2128148461150601472,4,256,0,0
2128148568529428352,3,256,0,0
2128148568529429120,6,256,0,0
2128148671608654720,3,256,0,0
2128148770387905664,8,35,0,0
2128148774687757952,5,256,0,0
2128149049565656320,3,256,0,0
2128149217064678144,5,256,0,0
2128149358803333504,8,256,0,0
2128149874199376896,6,256,0,0
2128150114717524992,3,256,0,0
2128150836272089216,7,0,1,1
2128150904991561856,3,256,0,0
2128150973711078656,8,256,0,0
2128151317303131520,8,256,0,0
2128151351669745536,7,256,0,0
2128151386027954176,3,256,0,0
2128151484807687808,4,256,0,0
2128151660905893504,3,256,0,0
2128151867059090304,3,256,0,0
2128151965844220160,3,256,0,0
2128152588618795648,3,256,0,0
2128152691698580608,4,256,0,0
2128153000936225280,3,256,0,0
2128153069655706752,3,256,0,0
2128153202794448128,6,256,0,0
2128153305873743744,5,256,0,0
2128153447612322176,7,0,1,1
2128153481972048128,3,256,0,0
2128153619411014400,6,256,0,0
2128153649471265920,5,256,0,0
2128153688130516992,4,256,0,0
2128154134807134720,3,256,0,0
2128154306600654848,3,256,0,0
2128154615843411328,3,256,0,0
2128154993800574592,3,256,0,0
2128155195658191104,3,256,0,0
2128155646635635712,4,256,0,0
2128156299470704128,6,0,1,1
2128157845658813440,6,256,0,0
2128157914378846720,7,256,0,0
2128158051817817600,3,256,0,0
2128158120536756224,4,256,0,0
2128158391113854336,3,256,0,0
2128158395415226752,6,0,1,1
2128158842091790336,3,256,0,0
2128159804164528256,4,256,0,0
2128160624496841216,3,256,0,0
2128162793460775936,3,256,0,0
2128163029676990848,3,256,0,0
2128163102698388352,6,256,0,0
2128163274497091328,6,256,0,0
2128163686813965568,3,256,0,0
2128163996051614080,3,256,0,0
2128164202210067200,3,256,0,0
2128164717606184832,5,256,0,0
2128164855045149824,6,256,0,0
2128164889404883072,3,256,0,0
2128164889404884352,4,256,0,0
2128164923758667904,3,256,0,0
2128164923764629248,3,256,0,0
2128165297420351744,7,256,0,0
2128166298154150656,3,256,0,0
2128167225867000576,5,256,0,0
2128167255924804736,7,0,1,1
2128167397665708928,3,256,0,0
2128168256659148032,5,256,0,0
2128168565896833664,5,256,0,0
2128168703335801088,3,256,0,0
2128169184372152320,3,256,0,0
2128169218731896960,3,256,0,0
2128169287451373440,3,256,0,0
2128169699768179456,3,256,0,0
2128171314676016896,3,256,0,0
2128171349035744512,3,256,0,0
2128171452114982016,7,256,0,0
2128171933151259648,4,256,0,0
2128172306810473728,5,256,0,0
2128172787845115392,5,256,0,0
2128173032662959232,7,5,0,1
2128174097814830848,6,256,0,0
2128174407053036928,3,256,0,0
2128174608911452544,4,256,0,0
2128174681930977152,4,256,0,0
2128174956804974848,3,256,0,0
2128175055588230016,3,256,0,0
2128175094247847680,5,256,0,0
2128175128606916096,3,256,0,0
2128175334765924608,4,256,0,0
2128175369125668992,3,256,0,0
2128176159399665792,4,256,0,0
2128177121472317184,5,4,0,0
2128177258911286656,3,256,0,0
2128177499429500672,5,256,0,0
2128197393717509504,3,256,0,0
2128197668595455360,6,256,0,0
2128198012193387008,3,256,0,0
2128198046553137664,6,192,0,0
2128198321431008896,3,256,0,0
2128198527589437696,5,256,0,0
2128198626368838528,3,256,0,0
2128198630664893952,5,256,0,0
2128198836827103616,7,256,0,0
2128199111705008384,3,256,0,0
2128199627101138304,8,256,0,0
2128199661460867840,4,256,0,0
2128199901979088896,4,256,0,0
2128201207649151872,3,256,0,0
2128201516886658816,3,256,0,0
2128513915626285184,4,256,0,0
2128514053065222144,3,256,0,0
2128514912058685056,8,0,1,1
2128514946418416128,4,256,0,0
2128515255656061696,3,256,0,0
2128515496174251008,3,256,0,0
2128519310105184512,3,256,0,0
2128519688062306816,3,256,0,0
2128519756781782784,4,256,0,0
2128519791141522944,4,256,0,0
2128531370373341056,3,256,0,0
