id,dt,num_RV,num_samples,MCMC,unimodal
2128099983858866816,0.9923958333333334,8,0,1,1
2128100052578340352,771.0014467592592,3,256,0,0
2128100086938058880,113.69934027777778,5,46,0,0
2128101014651067392,33.87524305555556,4,256,0,0
2128101560106699648,20.949930555555557,3,256,0,0
2128101804925014272,207.09872685185186,4,256,0,0
2128101873644507008,24.967418981481483,4,256,0,0
2128101976725587072,0.9923958333333334,6,256,0,0
2128102114162692224,0.9923958333333334,7,12,0,0
2128102526479557248,24.97253472222222,4,256,0,0
2128102698278273536,26.009988425925926,3,256,0,0
2128102801357490048,0.9923958333333334,8,0,1,1
2128102870076957440,408.895,3,256,0,0
2128102938796432768,357.08181712962966,3,256,0,0
2128102938796435712,0.9923958333333334,6,256,0,0
2128103179314615296,208.10015046296297,3,256,0,0
2128103243733956224,1.00875,3,256,0,0
2128103797789896576,380.0353935185185,3,256,0,0
2128103935228838784,24.97253472222222,7,2,0,0
2128104141387274240,1.00875,6,256,0,0
2128104210106765312,740.0247337962963,3,256,0,0
2128104618123369600,26.009988425925926,5,256,0,0
2128105000380699136,1.00875,4,256,0,0
2128105137819634816,27.001469907407408,4,256,0,0
2128105580196046464,39.99619212962963,5,256,0,0
2128105584489662720,1.00875,5,256,0,0
2128105584496253824,24.967418981481483,5,256,0,0
2128105996813096832,24.967418981481483,3,256,0,0
2128106477849445376,1.00875,5,256,0,0
2128106576634345216,0.9923958333333334,5,256,0,0
2128106649641603072,825.8440972222222,3,256,0,0
2128106851506362624,0.9898842592592593,6,0,1,1
2128106993240318976,683.1520833333333,3,256,0,0
2128107027605284736,29.975289351851853,4,256,0,0
2128107474281894784,20.949930555555557,5,256,0,0
2128107779219553280,27.001469907407408,4,256,0,0
2128108058390893312,382.0549537037037,3,256,0,0
2128108195836395136,23.92996527777778,4,256,0,0
2128108436354871936,0.9923958333333334,7,256,0,0
2128108470714617472,26.009988425925926,4,256,0,0
2128108539434096256,0.9923958333333334,6,4,0,0
2128108573793839232,28.93783564814815,3,256,0,0
2128108573793840000,33.98689814814815,4,256,0,0
2128108642513343104,361.1050231481481,3,256,0,0
2128108706932566272,683.1520833333333,3,256,0,0
2128108745594158080,207.09872685185186,5,256,0,0
2128108951750966528,564.2263194444445,3,256,0,0
2128108951750969088,382.0549537037037,3,256,0,0
2128109089189944448,28.93783564814815,4,256,0,0
2128109123549687680,1627.377013888889,3,256,0,0
2128109329707612288,329.1600810185185,3,256,0,0
2128109570227736320,0.9923958333333334,6,256,0,0
2128110257413561984,0.9923958333333334,6,0,1,1
2128110635377654272,294.1306134259259,3,256,0,0
2128110772816892032,92.39806712962962,4,256,0,0
2128111391291955456,26.009988425925926,3,256,0,0
2128111627508735488,0.9923958333333334,6,256,0,0
2128111700529585024,1.00875,4,256,0,0
2128111837968551808,0.9923958333333334,6,256,0,0
2128111941047797632,23.92996527777778,3,256,0,0
2128112009767272704,91.40818287037037,3,256,0,0
2128112078486764160,238.0754398148148,3,256,0,0
2128112181565948800,238.0754398148148,3,256,0,0
2128112383423070592,684.1534027777777,3,256,0,0
2128112765681767296,361.1050231481481,3,256,0,0
2128112933178882304,212.1067013888889,3,256,0,0
2128112937480464000,28.93783564814815,3,256,0,0
2128113074919432320,0.9923958333333334,6,19,0,0
2128113177998678272,295.1731828703704,3,256,0,0
2128113212358408192,114.68922453703703,4,256,0,0
2128113418510927360,146.92855324074074,4,256,0,0
2128113418516832896,1.00875,4,256,0,0
2128113517294528512,0.9923958333333334,6,29,0,0
2128113727748208768,0.9923958333333334,6,256,0,0
2128113727754388736,33.87524305555556,3,256,0,0
2128114552388131200,359.08546296296294,3,256,0,0
2128114758546516480,39.99619212962963,3,256,0,0
2128114792906267648,26.009988425925926,3,256,0,0
2128115647598287488,261.6177777777778,3,256,0,0
2128115789338739328,33.87524305555556,4,256,0,0
2128115961131419136,0.9923958333333334,5,256,0,0
2128115961137430528,357.08181712962966,3,256,0,0
2128115995497184384,1.00875,6,16,0,0
2128116098576364928,28.93783564814815,4,256,0,0
2128116098576365568,83.06648148148147,3,256,0,0
2128116201655609984,115.69054398148148,4,256,0,0
2128116266073586688,132.39425925925926,4,256,0,0
2128116540951535744,683.1520833333333,3,256,0,0
2128116751405555968,0.9923958333333334,6,256,0,0
2128116923210078848,294.1306134259259,3,256,0,0
2128117026289322112,114.70065972222223,3,256,0,0
2128117090707340416,1.00875,5,256,0,0
2128117095008800384,289.1638888888889,4,256,0,0
2128118057081550464,30.976712962962964,4,256,0,0
2128118362018716672,26.009988425925926,4,256,0,0
2128118499457872640,1150.872337962963,3,256,0,0
2128118572477647360,23.92996527777778,3,256,0,0
2128118778636074240,764.9921527777777,3,256,0,0
2128118881715293440,1.00875,4,256,0,0
2128119087873694208,27.001469907407408,3,256,0,0
2128119087873695232,382.0549537037037,3,256,0,0
2128119190952918016,29.975289351851853,3,256,0,0
2128119190952920192,294.1306134259259,3,256,0,0
2128119568910037632,0.9923958333333334,4,256,0,0
2128119878147692160,97.36479166666666,4,256,0,0
2128120221745116416,0.9923958333333334,6,3,0,0
2128120256104862464,737.0389814814815,3,256,0,0
2128120256104865536,359.08546296296294,3,256,0,0
2128120286164390400,1.00875,3,256,0,0
2128120324824363136,30.976712962962964,3,256,0,0
2128120359184082944,97.41747685185184,6,256,0,0
2128120393543835648,0.9923958333333334,6,256,0,0
2128120393543837184,33.87524305555556,4,256,0,0
2128120565342516736,92.39806712962962,5,256,0,0
2128120634061986560,380.0353935185185,3,256,0,0
2128120668421736832,30.976712962962964,3,256,0,0
2128120702781492352,38.99476851851852,3,256,0,0
2128121080733055104,380.0353935185185,3,256,0,0
2128121080738610176,207.09883101851852,3,256,0,0
2128121286891350656,0.9923958333333334,6,256,0,0
2128121385676132736,145.9272337962963,5,256,0,0
2128121458695701888,113.69934027777778,6,0,1,1
2128121493055452800,29.93925925925926,3,256,0,0
2128121493055456512,92.40960648148148,3,256,0,0
2128121561774912128,208.10015046296297,3,256,0,0
2128121664854134144,26.009988425925926,5,256,0,0
2128121802293106048,30.976712962962964,4,256,0,0
2128121836652852864,357.08181712962966,3,256,0,0
2128121901072299904,0.9923958333333334,6,256,0,0
2128121935432044288,114.70065972222223,3,256,0,0
2128121974091822208,0.9923958333333334,5,256,0,0
2128121974091825280,30.976712962962964,3,256,0,0
2128122004151549184,710.1535532407407,3,256,0,0
2128122111525188096,20.949930555555557,5,256,0,0
2128122248964213632,378.03174768518517,4,256,0,0
2128122248969727360,26.009988425925926,3,256,0,0
2128122420768297216,0.9923958333333334,6,256,0,0
2128122730005939584,0.9923958333333334,6,243,0,0
2128122867439085440,0.9923958333333334,6,256,0,0
2128123073603373952,145.9272337962963,3,256,0,0
2128123211042311552,114.70065972222223,3,256,0,0
2128123485920186112,382.0549537037037,3,256,0,0
2128123520279912320,382.9652199074074,3,256,0,0
2128123554639659392,38.99476851851852,3,256,0,0
2128123692072778624,797.8527430555556,3,256,0,0
2128123726438336000,29.975289351851853,3,256,0,0
2128123760799115776,29.975289351851853,3,256,0,0
2128124585431880704,83.06648148148147,3,256,0,0
2128124929029257728,83.06648148148147,4,256,0,0
2128124963389009792,1.00875,7,256,0,0
2128125135187725696,0.9923958333333334,6,256,0,0
2128125135187726080,247.09491898148147,3,256,0,0
2128125165246890880,24.97253472222222,5,5,0,0
2128125375705878528,27.001469907407408,7,0,1,1
2128125577563746304,361.1050231481481,3,256,0,0
2128125856742195456,0.9923958333333334,7,256,0,0
2128126165979845376,20.949930555555557,3,256,0,0
2128126436558091776,537.224849537037,3,256,0,0
2128126509578874624,382.0549537037037,3,256,0,0
2128126647016213248,39.99619212962963,3,256,0,0
2128127196771758208,361.1050231481481,3,256,0,0
2128127506009807232,0.9923958333333334,7,5,0,0
2128127849606776704,378.03174768518517,3,256,0,0
2128127883966516608,146.92855324074074,4,256,0,0
2128128124484679168,0.9923958333333334,7,256,0,0
2128128261923639424,1.00875,4,256,0,0
2128128296283380480,30.976712962962964,5,211,0,0
2128128326343141760,27.001469907407408,3,256,0,0
2128128360702575616,289.1638888888889,3,256,0,0
2128129086557384704,294.1306134259259,3,256,0,0
2128129292715809920,359.08546296296294,3,256,0,0
2128129498874247168,97.36479166666666,4,256,0,0
2128129842471629440,1.00875,7,2,0,1
2128130048630053888,564.2263194444445,4,76,0,0
2128130048630054784,382.0549537037037,3,256,0,0
2128130082989794048,564.2263194444445,3,256,0,0
2128130117349530368,38.99476851851852,3,256,0,0
2128130323508364416,357.08181712962966,3,256,0,0
2128130529666798336,382.0549537037037,3,256,0,0
2128130632746046592,24.97253472222222,3,256,0,0
2128130701465518976,28.93783564814815,4,256,0,0
2128130735825267200,26.009988425925926,3,256,0,0
2128130838905961344,0.9923958333333334,5,256,0,0
2128131182501394688,0.9923958333333334,7,2,0,0
2128131251221231360,29.975289351851853,6,256,0,0
2128131285582429568,348.95030092592594,3,256,0,0
2128131319940725504,0.9923958333333334,7,256,0,0
2128131526099131776,39.99619212962963,4,256,0,0
2128131663532747904,27.001469907407408,4,256,0,0
2128131697897858816,115.69054398148148,5,256,0,0
2128131938416046336,27.001469907407408,5,256,0,0
2128131972770439808,0.9923958333333334,4,256,0,0
2128132007135507456,23.92996527777778,3,256,0,0
2128132075854975232,0.9923958333333334,8,0,1,0
2128132075854976896,33.87524305555556,3,256,0,0
2128132110214728832,20.949930555555557,3,256,0,0
2128132243353007232,30.976712962962964,3,256,0,0
2128132247653628544,361.1050231481481,3,256,0,0
2128132282013368960,145.9272337962963,4,256,0,0
2128132316373102208,20.949930555555557,5,256,0,0
2128132385092596352,1.0425694444444444,4,256,0,0
2128132419452342912,20.949930555555557,3,256,0,0
2128132556891271168,0.9923958333333334,6,256,0,0
2128132586950838912,260.62789351851853,3,256,0,0
2128132621310122880,97.41747685185184,5,256,0,0
2128132758749075456,82.06516203703704,5,256,0,0
2128132930547764992,359.08546296296294,3,256,0,0
2128133067986720896,361.1050231481481,3,256,0,0
2128133450244552704,975.0792939814814,3,256,0,0
2128133450244555392,361.1050231481481,3,256,0,0
2128133518964044032,683.1520833333333,3,256,0,0
2128133622044757760,1.00875,6,256,0,0
2128133793841949440,20.949930555555557,3,256,0,0
2128133896921176576,0.9923958333333334,6,209,0,0
2128133896921177600,114.68922453703703,4,256,0,0
2128134171799078144,0.9923958333333334,6,256,0,0
2128134442376853120,710.1535532407407,3,256,0,0
2128134579815858048,27.001469907407408,4,256,0,0
2128134584115918336,378.03174768518517,3,256,0,0
2128134824634071424,0.9923958333333334,7,256,0,0
2128134893353563904,213.10802083333334,3,256,0,0
2128135133866662272,0.9923958333333334,7,256,0,0
2128135404451469440,1.0425694444444444,7,4,0,0
2128135408749666304,114.70065972222223,3,256,0,0
2128135408750445056,0.9923958333333334,7,121,0,0
2128135438808651008,20.949930555555557,4,256,0,0
2128135541888385152,114.68922453703703,4,256,0,0
2128136095944021120,20.949930555555557,4,256,0,0
2128136095944021248,29.93925925925926,3,256,0,0
2128136370822408576,0.9923958333333334,6,256,0,0
2128136611340599168,97.41747685185184,3,256,0,0
2128137573413245568,30.976712962962964,3,256,0,0
2128137642132747008,38.99476851851852,3,256,0,0
2128137676493142272,0.9923958333333334,7,256,0,0
2128138054451042176,145.9272337962963,3,256,0,0
2128138088809362048,29.93925925925926,4,256,0,0
2128138260608070144,567.2116782407408,3,256,0,0
2128138844723598464,260.62789351851853,3,256,0,0
2128138947802822400,383.97976851851854,3,256,0,0
2128139016522313216,30.976712962962964,3,256,0,0
2128139149666352256,0.9923958333333334,8,256,0,0
2128139153956421632,767.980462962963,3,256,0,0
2128139222680718208,38.99476851851852,3,256,0,0
2128139291400212864,114.70065972222223,3,256,0,0
2128139531918403456,0.9923958333333334,5,256,0,0
2128139600637877120,1.00875,6,12,0,0
2128139703717086720,27.001469907407408,3,256,0,0
2128139703717089152,1279.1973032407407,3,256,0,0
2128139703717089920,359.08546296296294,3,256,0,0
2128140146092810368,29.975289351851853,3,256,0,0
2128140219113783168,361.1050231481481,3,256,0,0
2128140219113783296,0.9923958333333334,8,2,0,1
2128140253472804736,978.1001736111111,3,256,0,0
2128140352251239808,20.949930555555557,4,256,0,0
2128140425271501824,207.09883101851852,3,256,0,0
2128140665791147520,0.9923958333333334,5,256,0,0
2128141112466248576,384.0026736111111,4,256,0,0
2128141417403122944,83.06648148148147,4,256,0,0
2128141593502618496,26.009988425925926,4,256,0,0
2128141662222089216,0.9923958333333334,5,256,0,0
2128141696581841536,39.99619212962963,4,256,0,0
2128142413835532928,38.99476851851852,4,256,0,0
2128142413836624768,683.1520833333333,3,256,0,0
2128142830453283200,0.9923958333333334,6,0,1,1
2128143169751179904,295.1731828703704,4,256,0,0
2128143311489560192,29.93925925925926,3,256,0,0
2128143792525938432,29.975289351851853,3,256,0,0
2128143826885684864,0.9923958333333334,5,63,0,0
2128144204842804992,0.9923958333333334,6,256,0,0
2128144376641264768,683.1520833333333,3,256,0,0
2128144651519171968,93.39949074074075,4,256,0,0
2128144823317868288,0.9923958333333334,6,256,0,0
2128144857677611264,359.08546296296294,3,256,0,0
2128145166915272832,359.08546296296294,3,256,0,0
2128145166915275392,24.97253472222222,5,256,0,0
2128145201275015296,0.9923958333333334,6,256,0,0
2128145368773804288,0.9923958333333334,6,256,0,0
2128145471852927232,146.92855324074074,3,256,0,0
2128145544872361984,60.87671296296296,7,0,1,1
2128145716671044352,357.08181712962966,3,256,0,0
2128145819751144704,23.92996527777778,3,256,0,0
2128145957189232256,23.92996527777778,3,256,0,0
2128146025908733568,710.1535532407407,3,256,0,0
2128146335146361856,121.34744212962963,5,47,0,0
2128146472585332096,38.99476851851852,3,256,0,0
2128146541304841088,357.08181712962966,3,256,0,0
2128146575664591872,1423.0939814814815,3,256,0,0
2128146610024321152,33.98689814814815,3,256,0,0
2128147121119697024,24.97253472222222,4,256,0,0
2128147400298334592,27.001469907407408,5,256,0,0
2128147812615179776,115.69054398148148,3,256,0,0
2128147915694359168,237.0379861111111,5,256,0,0
2128147980119157760,0.9923958333333334,7,256,0,0
2128148190572304128,20.949930555555557,3,256,0,0
2128148461150601472,1.00875,4,256,0,0
2128148568529428352,378.03174768518517,3,256,0,0
2128148568529429120,1.00875,6,256,0,0
2128148671608654720,1152.8846527777778,3,256,0,0
2128148774687757952,96.3749074074074,5,256,0,0
2128149049565656320,768.9818865740741,3,256,0,0
2128149217064678144,0.9923958333333334,5,256,0,0
2128149874199376896,0.9923958333333334,6,256,0,0
2128150114717524992,28.93783564814815,3,256,0,0
2128150836272089216,0.9923958333333334,7,0,1,1
2128150904991561856,29.975289351851853,3,256,0,0
2128151351669745536,0.9923958333333334,7,256,0,0
2128151386027954176,24.967418981481483,3,256,0,0
2128151484807687808,0.9923958333333334,4,256,0,0
2128151660905893504,403.8871296296296,3,256,0,0
2128151867059090304,27.001469907407408,3,256,0,0
2128151965844220160,731.0052546296296,3,256,0,0
2128152588618795648,29.975289351851853,3,256,0,0
2128152691698580608,1.00875,4,256,0,0
2128153000936225280,20.949930555555557,3,256,0,0
2128153069655706752,289.1638888888889,3,256,0,0
2128153202794448128,0.9923958333333334,6,256,0,0
2128153305873743744,0.9923958333333334,5,256,0,0
2128153481972048128,26.009988425925926,3,256,0,0
2128153619411014400,0.9923958333333334,6,256,0,0
2128153649471265920,0.9923958333333334,5,256,0,0
2128153688130516992,27.001469907407408,4,256,0,0
2128154134807134720,29.975289351851853,3,256,0,0
2128154306600654848,710.1535532407407,3,256,0,0
2128154615843411328,29.93925925925926,3,256,0,0
2128154993800574592,33.87524305555556,3,256,0,0
2128155195658191104,96.3749074074074,3,256,0,0
2128155646635635712,39.99619212962963,4,256,0,0
2128156299470704128,0.9923958333333334,6,0,1,1
2128157845658813440,0.9923958333333334,6,256,0,0
2128157914378846720,0.9923958333333334,7,256,0,0
2128158051817817600,33.98689814814815,3,256,0,0
2128158120536756224,27.001469907407408,4,256,0,0
2128158391113854336,295.1731828703704,3,256,0,0
2128158395415226752,0.9923958333333334,6,0,1,1
2128158842091790336,739.0426273148148,3,256,0,0
2128159804164528256,212.1067013888889,4,256,0,0
2128160624496841216,97.36479166666666,3,256,0,0
2128162793460775936,20.949930555555557,3,256,0,0
2128163029676990848,83.06648148148147,3,256,0,0
2128163102698388352,0.9923958333333334,6,256,0,0
2128163274497091328,0.9923958333333334,6,256,0,0
2128163686813965568,359.0072337962963,3,256,0,0
2128163996051614080,260.62789351851853,3,256,0,0
2128164202210067200,295.1731828703704,3,256,0,0
2128164717606184832,0.9923958333333334,5,256,0,0
2128164855045149824,0.9923958333333334,6,256,0,0
2128164889404883072,384.0026736111111,3,256,0,0
2128164889404884352,20.949930555555557,4,256,0,0
2128164923758667904,113.69934027777778,3,256,0,0
2128164923764629248,30.976712962962964,3,256,0,0
2128165297420351744,0.9923958333333334,7,256,0,0
2128166298154150656,33.87524305555556,3,256,0,0
2128167397665708928,382.9371990740741,3,256,0,0
2128168256659148032,0.9923958333333334,5,256,0,0
2128168565896833664,83.06648148148147,5,256,0,0
2128168703335801088,261.6177777777778,3,256,0,0
2128169184372152320,115.69054398148148,3,256,0,0
2128169218731896960,20.949930555555557,3,256,0,0
2128169287451373440,38.99476851851852,3,256,0,0
2128169699768179456,97.36479166666666,3,256,0,0
2128171314676016896,35.029467592592596,3,256,0,0
2128171349035744512,537.224849537037,3,256,0,0
2128171452114982016,1.00875,7,256,0,0
2128171933151259648,762.9725925925926,4,256,0,0
2128172306810473728,0.9923958333333334,5,256,0,0
2128172787845115392,0.9923958333333334,5,256,0,0
2128173032662959232,0.9923958333333334,7,0,1,1
2128174097814830848,0.9923958333333334,6,256,0,0
2128174407053036928,38.99476851851852,3,256,0,0
2128174608911452544,824.854212962963,4,256,0,0
2128174681930977152,480.3546759259259,4,256,0,0
2128174956804974848,824.854212962963,3,256,0,0
2128175055588230016,27.001469907407408,3,256,0,0
2128175094247847680,35.029467592592596,5,256,0,0
2128175128606916096,29.975289351851853,3,256,0,0
2128175334765924608,237.0379861111111,4,256,0,0
2128175369125668992,82.06516203703704,3,256,0,0
2128176159399665792,771.0014467592592,4,256,0,0
2128177121472317184,1.00875,5,9,0,0
2128177258911286656,0.9898842592592593,3,256,0,0
2128177499429500672,0.9923958333333334,5,185,0,0
2128197393717509504,567.2116782407408,3,256,0,0
2128197668595455360,27.001469907407408,6,256,0,0
2128198012193387008,23.92996527777778,3,256,0,0
2128198046553137664,0.9923958333333334,6,129,0,0
2128198321431008896,361.1050231481481,3,256,0,0
2128198527589437696,1.00875,5,256,0,0
2128198626368838528,798.8426273148148,3,256,0,0
2128198630664893952,1.00875,5,256,0,0
2128198836827103616,1.00875,7,256,0,0
2128199111705008384,29.93925925925926,3,256,0,0
2128199901979088896,6.009293981481481,4,256,0,0
2128201207649151872,207.09872685185186,3,256,0,0
2128201516886658816,731.0052546296296,3,256,0,0
2128513915626285184,35.029467592592596,4,256,0,0
2128514053065222144,329.1600810185185,3,256,0,0
2128514946418416128,798.8426273148148,4,256,0,0
2128515255656061696,357.08181712962966,3,256,0,0
2128515496174251008,361.1050231481481,3,256,0,0
2128519310105184512,294.1306134259259,3,256,0,0
2128519688062306816,29.975289351851853,3,256,0,0
2128519756781782784,24.97253472222222,4,256,0,0
