id,MCMC,P_median,P_lower,P_upper,e_median,e_lower,e_upper,P
2076065836598553728,1,2.5584592306544964,7.793239273912178e-06,7.673171824151837e-06,0.0007475098951274336,0.0007466430817510898,0.0010210463921698893,
2076067932542496000,1,6.014482467601166,1.6656822271698957e-05,1.449699093569734e-05,0.7558621649098858,0.047696823894211704,0.04563451105936145,
2080087162933787008,1,3.280607718782764,4.313829581548134e-06,4.678928794188408e-06,0.020699282129522698,0.004308626391660558,0.004440851979541152,
2080099120123024896,0,51.356220737976216,0.01682814227320506,0.01682814227320506,0.39142407740874996,0.037803746208640354,0.03780374620864041,
2081880397683498368,1,2.2201989945361436,2.5136130610725615e-05,0.0006546329867220813,0.7760810131790739,0.09655890465251316,0.008691396087205039,
2081890155849265024,1,32.957234726774914,0.00023151262090692626,0.022885149359666457,0.007081827980746012,0.007081827980734908,0.00012416155466339097,
2082072193740880384,1,8.949186042879697,9.701391689631578e-05,8.466340780266535e-05,0.08025776744202505,0.009571982745835789,0.00964859040217697,
2128018890577388672,1,7.277364602700488,0.00028502580188938254,0.0006113097995941175,0.1694442449854863,0.02159857670461829,0.14568688057814375,
2128095723251310464,1,8.942212572262852,4.7145210839261154e-05,4.483190975790308e-05,0.07245433761135651,0.002658105837591962,0.00250967845804842,
2128099983858866816,1,4.416619289521672,1.620696583337633e-05,1.4631256019193017e-05,0.059402412180616204,0.015757560282852648,0.01576222097098065,
2128101182149575808,1,2.150013176437206,0.0006066463434915015,7.182201056110671e-08,0.7362575353266615,0.00010308189284891078,0.26365917447591825,
2128102492119815168,1,50.95792655823529,0.00030847061681527066,0.00024973509141545946,0.4645070271467893,0.0028239572219716513,0.002352273351216516,
2128102801357490048,1,2.60346212578681,2.361480560875151e-06,3.1517907848055415e-06,0.04479878509328116,8.640858371634919e-05,6.22233493716498e-05,
2128110257413561984,1,19.814489732403473,0.04851968642711668,0.00041083159657517854,0.9953469879137318,0.07567349223287956,0.00022304086432811676,
2128121458695701888,1,4.711401596434108,7.138324765953996e-06,1.86544791356269e-05,0.004587394096144311,2.3098449532488532e-05,0.24122944205909558,
2128121836652853376,1,2.774885097217658,6.545885218756098e-06,5.8871683319416945e-06,0.03197688369521674,0.005881421137921023,0.00605783643073543,
2128124963389008384,1,11.689515437348298,0.0009736758230260989,0.001069024474734448,0.3354982527332495,0.005228977902000942,0.004110860932644955,
2128125375705878528,1,17.431562121732775,6.969190762262656e-05,0.006759539808602,0.03439196665412471,0.02260538711562278,0.2858904697008367,
2128129842471629440,1,529.800742840958,0.3971075922659111,0.39830826870627334,0.10009479783864764,0.008481482062928342,0.007523937756744786,
2128131182501394688,0,4.4599367929001215,1.0448370394655626e-05,1.0448370394655626e-05,0.15979049913853227,0.01958016784027769,0.019580167840277718,
2128132075854975232,1,3.020356358192867,9.595575951593105e-07,9.632257396141597e-07,0.002972947442897391,0.0029416118577540156,0.004550851440440283,
2128132934848443520,1,5.258751866689961,1.008199073471161e-05,1.0487640292211609e-05,0.03511454289217246,0.002480672948022483,0.0027682994910313286,
2128133381525076992,0,833.2794700832169,1.6564464395161167,0.9511011511010565,0.37498829003364953,0.0989465342324537,0.1325894076439651,
2128136267743226624,1,2.933278729014416,0.00011040282563801185,0.0006400454618029627,0.9193281924459433,0.08922962806043,0.02835801349701228,
2128138123169106048,1,14.149873573519816,0.0009860281889899625,0.0010320149745215446,0.23950666969496576,0.013981379102232044,0.015262096614660825,
2128142280697438208,1,128.69179496646586,0.01636750210121818,0.02059208105686139,0.08179503192257175,0.03132594448571572,0.02940993527702067,
2128142830453283200,1,8.54485503661034,2.6222824125454736e-05,3.044994226719666e-05,0.10669257162710043,0.0034190217451767063,0.003173221176823421,
2128145544872361984,1,2.044066144021145,2.5131276921719348e-06,2.9047063945242257e-06,0.3043897409309662,0.18175486086360132,0.01577154708228612,
2128150836272089216,1,6.025539128618483,1.8811371177207548e-05,1.647856295861061e-05,0.014484845313859518,0.005240283543686736,0.005308299908950147,
2128153447612322176,1,4.899145576093079,3.541406051610352e-05,0.0003967548777641383,0.16147945186648072,0.1591863872421315,0.011690251838605697,
2128156299470704128,1,2.109980531108491,3.2731312858746975e-05,4.947643295061255e-06,0.3624700131573788,0.10149944161756252,0.06037583824483295,
2128158395415226752,1,85.39429397581944,0.021503490275691206,0.019533206153013793,0.25923940112364563,0.01742540342835286,0.017340853021726388,
2128167255924804736,1,104.88492459648234,0.03277031141982434,0.012211881402521385,0.4839413932654923,0.030338194045976374,0.006564955250743243,
2128173032662959232,0,48.4336980279068,0.019583873298437027,0.010536859029841139,0.3444750141088419,0.007364275180247404,0.14204026415828813,
2128514912058685056,1,4.754106515189346,0.0002901044048684298,0.00026898815384601704,0.34957282635231685,0.021036700476320058,0.024879852325423724,
2075867890147450240,,,,,,,,
2075868371179665280,,,,,,,,
2075870501487767680,,,,,,,,
2075871257401905280,,,,,,,,
2075871532279882368,,,,,,,,
2075871635359054336,,,,,,,,
2075872356913627520,,,,,,,,
2075872597431742336,,,,,,,,
2075872941029111552,,,,,,,,10.012
2075873284626528640,,,,,,,,2.581
2075873422065500800,,,,,,,,0.441
2075873525144721536,,,,,,,,9.031
2075873937461433344,,,,,,,,
2075874452857533696,,,,,,,,9.361
2075874796454899968,,,,,,,,0.952
2075874860867654272,,,,,,,,8.81
2075875071332796928,,,,,,,,4.963
2075875208767985152,,,,,,,,
2075875307544319616,,,,,,,,10.766
2075875346210741632,,,,,,,,9.09
2075875552369147904,,,,,,,,12.53
2075875586728894208,,,,,,,,5.729
2075875655448388736,,,,,,,,8.479
2075875655448389120,,,,,,,,0.22
2075875655448396160,,,,,,,,7.879
2075875758527633536,,,,,,,,
2075876102125016960,,,,,,,,
2075876136484763904,,,,,,,,
2075876411362723328,,,,,,,,7.951
2075876480082223488,,,,,,,,9.564
2075876583161403392,,,,,,,,0.281
2075876617521142016,,,,,,,,9.653
2075876754956851328,,,,,,,,
2075876858039254272,,,,,,,,1.095
2075876926758727680,,,,,,,,11.87
2075876995478230912,,,,,,,,3.906
2075877201636631296,,,,,,,,6.225
2075877373435348096,,,,,,,,0.737
2075877373435354240,,,,,,,,11.884
2075877476514583040,,,,,,,,4.126
2075877476514588928,,,,,,,,6.837
2075877476514590720,,,,,,,,11.537
2075877575285194112,,,,,,,,1.952
2075877609644932608,,,,,,,,0.961
2075877648313310080,,,,,,,,0.509
2075877648313310848,,,,,,,,0.509
2075877648313315456,,,,,,,,0.136
2075877678366383744,,,,,,,,26.871
2075877682673012480,,,,,,,,27.485
2075877712724148224,,,,,,,,0.257
2075877717032766976,,,,,,,,1.918
2075877751392481792,,,,,,,,
2075877781443623808,,,,,,,,
2075877781445604992,,,,,,,,
2075877785752234752,,,,,,,,0.457
2075877854471741696,,,,,,,,3.015
2075877884522838400,,,,,,,,0.452
2075877888831463296,,,,,,,,23.186
2075877888831465600,,,,,,,,0.452
2075877888831466112,,,,,,,,1.433
2075877923191210880,,,,,,,,1.528
2076055769194968064,,,,,,,,
2076056318950838656,,,,,,,,2.774
2076056731267724032,,,,,,,,
2076056868706703744,,,,,,,,11.86
2076058243096213760,,,,,,,,
2076060682637579392,,,,,,,,3.742
2076061679069966080,,,,,,,,7.375
2076063122179130624,,,,,,,,0.392
2076063152230925312,,,,,,,,0.635
2076063362697328256,,,,,,,,0.355
2076063465776549632,,,,,,,,1.093
2076063568855737728,,,,,,,,0.415
2076063671934982272,,,,,,,,
2076063740654455680,,,,,,,,0.832
2076063775014116480,,,,,,,,9.56
2076064015532315392,,,,,,,,9.87
2076064084251768064,,,,,,,,
2076064530928419200,,,,,,,,4.06
2076064702727096576,,,,,,,,4.924
2076064702727100288,,,,,,,,10.45
2076064874525839744,,,,,,,,0.461
2076064908885588480,,,,,,,,
2076065076378847744,,,,,,,,8.493
2076065080684284288,,,,,,,,0.674
2076065080684285440,,,,,,,,11.594
2076065183763486464,,,,,,,,1.815
2076065252482958848,,,,,,,,8.588
2076065419973653632,,,,,,,,0.106
2076065424281686784,,,,,,,,
2076065458641430528,,,,,,,,6.31
2076065458641431296,,,,,,,,9.605
2076065493001162240,,,,,,,,7.207
2076065557415496704,,,,,,,,5.687
2076065630440126208,,,,,,,,18.564
2076065664799867392,,,,,,,,3.435
2076065664799868288,,,,,,,,0.823
2076065699159591296,,,,,,,,0.338
2076065733519331712,,,,,,,,8.81
2076065802238806528,,,,,,,,4.393
2076066145836171648,,,,,,,,6.522
2076066145836177408,,,,,,,,0.402
2076066214555648128,,,,,,,,5.834
2076066351994581120,,,,,,,,20.522
2076066420714073984,,,,,,,,
2076066420714081664,,,,,,,,8.64
2076066489433553920,,,,,,,,9.229
2076066661232275456,,,,,,,,0.84
2076066725646925824,,,,,,,,0.16
2076066798671203328,,,,,,,,4.602
2076066901750428032,,,,,,,,11.02
2076066901752525440,,,,,,,,20.433
2076067176628208768,,,,,,,,8.986
2076067275402192256,,,,,,,,10.212
2076067760743825408,,,,,,,,10.694
2076068860255440640,,,,,,,,11.02
2076069032054110208,,,,,,,,2.21
2076069444371048448,,,,,,,,3.741
2076069543142253056,,,,,,,,0.449
2076069856687922944,,,,,,,,2.824
2076071093638513536,,,,,,,,3.074
2076071368516604160,,,,,,,,2.607
2081865172011516160,,,,,,,,
2081865760434927872,,,,,,,,
2081867272263440896,,,,,,,,
2081868062537512448,,,,,,,,
2081873938052795264,,,,,,,,
2081877786343314432,,,,,,,,15.407
2081877889422566784,,,,,,,,10.382
2081878061221154176,,,,,,,,6.031
2081878129940657280,,,,,,,,3.074
2081878198660135424,,,,,,,,9.17
2081878267379586048,,,,,,,,1.296
2081878439178316928,,,,,,,,
2081878507897782528,,,,,,,,10.699
2081878645336779520,,,,,,,,0.418
2081878714056283648,,,,,,,,
2081878885854913664,,,,,,,,6.441
2081879847927756160,,,,,,,,13.592
2081880088445931776,,,,,,,,9.458
2081880294604260864,,,,,,,,
2081880638201681664,,,,,,,,6.469
2081880913079644288,,,,,,,,8.079
2081881355448238720,,,,,,,,26.45
2081881462835279872,,,,,,,,8.986
2081881565914461056,,,,,,,,7.51
2081881699045620992,,,,,,,,4.468
2081881737713179008,,,,,,,,0.14
2081881905204354048,,,,,,,,0.632
2081881943871643520,,,,,,,,7.302
2081881978231400704,,,,,,,,0.506
2081882424907924480,,,,,,,,0.434
2081882459267654400,,,,,,,,9.458
2081882493627401728,,,,,,,,15.984
2081882562346895232,,,,,,,,0.41
2081882802865048448,,,,,,,,8.942
2081882837224798976,,,,,,,,1.252
2081882905944266752,,,,,,,,0.958
2081883112102764288,,,,,,,,0.44
2081883249541674752,,,,,,,,9.56
2081883696218365952,,,,,,,,
2081883799297561856,,,,,,,,5.733
2081884349053719296,,,,,,,,9.361
2081884555211889280,,,,,,,,9.458
2081884692650747648,,,,,,,,8.552
2081884933168891008,,,,,,,,11.582
2081884933168896640,,,,,,,,8.866
2081885276766369792,,,,,,,,3.927
2081886067040428800,,,,,,,,8.64
2081887063472822656,,,,,,,,2.386
2081887613228687744,,,,,,,,
2081890190209007104,,,,,,,,0.444
2081891186641405440,,,,,,,,1.944
2081891594650263424,,,,,,,,
2081891667677758336,,,,,,,,
2082070544473418880,,,,,,,,9.564
2082070544473419648,,,,,,,,3.356
2082071128589001472,,,,,,,,8.866
2082071399161235328,,,,,,,,11.02
2082071781423979648,,,,,,,,
2082071918862946560,,,,,,,,7.613
2082072502978527488,,,,,,,,16.354
2082072601752048640,,,,,,,,8.32
2082072709126462848,,,,,,,,9.031
2082072709136974976,,,,,,,,10.742
2082072984014880512,,,,,,,,6.471
2082073224533062656,,,,,,,,0.942
2082073980447283712,,,,,,,,
2082074044861182336,,,,,,,,9.645
2082075389196534144,,,,,,,,8.406
2082075492275758592,,,,,,,,
2082075556689678336,,,,,,,,6.561
2082076007671942144,,,,,,,,
2082076282549839616,,,,,,,,
2082077553860290432,,,,,,,,
2082079233181711744,,,,,,,,
2080064515564300160,,,,,,,,0.249
2080064554225921792,,,,,,,,11.91
2080086338300220032,,,,,,,,10.02
2080086407019699200,,,,,,,,27.623
2080088537323743360,,,,,,,,10.384
2080089877353291136,,,,,,,,11.85
2080090461468747904,,,,,,,,9.727
2080090667627204736,,,,,,,,10.9
2080095615429775360,,,,,,,,11.11
2080096886739921152,,,,,,,,15.08
2080097058538601088,,,,,,,,4.819
2080097195977577472,,,,,,,,13.191
2080097260396182016,,,,,,,,13.91
2080475084380577152,,,,,,,,9.078
2128018963596952832,,,,,,,,2.49
2128019994389145728,,,,,,,,11.372
2128072564788836096,,,,,,,,10.627
2128094864257815552,,,,,,,,0.497
2128096616604445312,,,,,,,,7.0
2128098433369035392,,,,,,,,12.785
2128098712548536320,,,,,,,,10.989
2128098746908279680,,,,,,,,11.86
2128098849987500160,,,,,,,,6.536
2128098884347245184,,,,,,,,12.839
2128099670319729408,,,,,,,,9.582
2128101804925014272,,,,,,,,10.092
2128102217241911552,,,,,,,,31.648
2128102492119815936,,,,,,,,11.372
2128102526479557248,,,,,,,,6.232
2128102526479557888,,,,,,,,12.171
2128103179314615296,,,,,,,,3.766
2128104141387273344,,,,,,,,13.16
2128104618123369600,,,,,,,,0.1
2128105996813096832,,,,,,,,0.961
2128106233029888896,,,,,,,,13.429
2128106477849445248,,,,,,,,9.699
2128107165044246656,,,,,,,,18.43
2128107714800080384,,,,,,,,2.22
2128107783519544448,,,,,,,,12.483
2128108024038073216,,,,,,,,10.968
2128108436354871936,,,,,,,,13.32
2128108466414347264,,,,,,,,12.003
2128108539434091392,,,,,,,,5.768
2128108539434096256,,,,,,,,14.439
2128108573793839232,,,,,,,,15.483
2128108706931869440,,,,,,,,0.511
2128108706932566272,,,,,,,,13.57
2128108779952312320,,,,,,,,13.993
2128108814312039040,,,,,,,,11.03
2128108883031497856,,,,,,,,0.503
2128108917391248640,,,,,,,,0.471
2128108951750969088,,,,,,,,1.81
2128109089189939200,,,,,,,,1.518
2128109089189944448,,,,,,,,0.669
2128109123549687680,,,,,,,,3.15
2128109123549689856,,,,,,,,13.248
2128111700529584000,,,,,,,,11.079
2128111700529585024,,,,,,,,11.2
2128111975407524480,,,,,,,,10.124
2128112009767272704,,,,,,,,0.668
2128112181565948800,,,,,,,,10.44
2128112731322020608,,,,,,,,3.923
2128114964704946048,,,,,,,,13.609
2128116540951535744,,,,,,,,11.377
2128117095008800384,,,,,,,,10.17
2128118057081550464,,,,,,,,1.876
2128118228880232704,,,,,,,,17.68
2128118327657867776,,,,,,,,13.16
2128118362018716672,,,,,,,,0.585
2128118362018931328,,,,,,,,0.664
2128118572477645824,,,,,,,,12.202
2128118572477647360,,,,,,,,0.954
2128118881715293440,,,,,,,,0.462
2128118916075039360,,,,,,,,10.029
2128119087873694208,,,,,,,,11.424
2128119087873695232,,,,,,,,10.21
2128119190952918016,,,,,,,,5.05
2128119568910037632,,,,,,,,1.019
2128119671989265024,,,,,,,,1.037
2128119671989269504,,,,,,,,11.108
2128119775068504576,,,,,,,,1.528
2128119878147692160,,,,,,,,8.41
2128119878147696256,,,,,,,,11.477
2128120221745121920,,,,,,,,4.404
2128120256104862464,,,,,,,,11.003
2128120324824363136,,,,,,,,25.845
2128120393543835648,,,,,,,,10.521
2128120492322841728,,,,,,,,12.95
2128120634061986560,,,,,,,,0.108
2128120702781491072,,,,,,,,10.161
2128120702781492352,,,,,,,,10.21
2128120840220460544,,,,,,,,10.67
2128120908939932032,,,,,,,,7.15
2128121012019139584,,,,,,,,10.922
2128121080738610176,,,,,,,,0.706
2128121080738613888,,,,,,,,28.983
2128121080738614016,,,,,,,,1.49
2128121218177579392,,,,,,,,11.11
2128121389977163904,,,,,,,,13.416
2128121458695701888,,,,,,,,12.831
2128121493055456512,,,,,,,,0.128
2128121561774912128,,,,,,,,1.826
2128121561774914304,,,,,,,,10.46
2128121802293106048,,,,,,,,17.74
2128122004151549184,,,,,,,,12.93
2128122008451548672,,,,,,,,2.5
2128122038511307520,,,,,,,,9.4
2128122283329454208,,,,,,,,10.407
2128122420768295808,,,,,,,,11.11
2128124173114998272,,,,,,,,10.811
2128124585431880704,,,,,,,,1.514
2128124722870854784,,,,,,,,6.311
2128124929029257728,,,,,,,,10.202
2128124963389008000,,,,,,,,9.672
2128125135187725696,,,,,,,,0.916
2128125165246890880,,,,,,,,15.741
2128125375705878528,,,,,,,,12.088
2128126165979845376,,,,,,,,4.56
2128127265491233280,,,,,,,,2.87
2128128055765212416,,,,,,,,11.02
2128128360702575616,,,,,,,,0.114
2128129498874247168,,,,,,,,6.436
2128130186069010944,,,,,,,,9.761
2128130387927588992,,,,,,,,12.485
2128130426587581440,,,,,,,,6.35
2128130976343423104,,,,,,,,10.862
2128131182501394688,,,,,,,,0.56
2128131216861127680,,,,,,,,2.269
2128131216861484928,,,,,,,,2.06
2128131251221231360,,,,,,,,0.521
2128131285580614912,,,,,,,,13.692
2128131388660198528,,,,,,,,0.662
2128131418719632000,,,,,,,,10.71
2128131938416046336,,,,,,,,11.665
2128132007135507456,,,,,,,,5.727
2128132075854974336,,,,,,,,3.434
2128132075854975232,,,,,,,,3.035
2128132075854976896,,,,,,,,3.03
2128132243353007232,,,,,,,,1.017
2128132282013368960,,,,,,,,11.137
2128132316373102208,,,,,,,,0.58
2128132385092596352,,,,,,,,1.967
2128132488173376512,,,,,,,,13.16
2128132522531527040,,,,,,,,9.747
2128132552590648320,,,,,,,,0.104
2128132556891272320,,,,,,,,1.004
2128132556891274752,,,,,,,,2.472
2128132586950838912,,,,,,,,11.929
2128132621310122880,,,,,,,,0.195
2128132694330246144,,,,,,,,9.69
2128132728689966720,,,,,,,,0.195
2128132758749075456,,,,,,,,0.906
2128132930547764992,,,,,,,,1.023
2128132934848443520,,,,,,,,1.373
2128133450244545024,,,,,,,,1.337
2128133518964044032,,,,,,,,11.92
2128133518964049920,,,,,,,,10.492
2128133789541221888,,,,,,,,2.532
2128134377957523072,,,,,,,,0.802
2128134442376853120,,,,,,,,18.279
2128134446676949120,,,,,,,,10.37
2128134549756166272,,,,,,,,10.97
2128134618476431616,,,,,,,,10.78
2128134824634071424,,,,,,,,1.112
2128134893353563904,,,,,,,,1.457
2128135408749666304,,,,,,,,11.11
2128135546188203904,,,,,,,,6.989
2128135649267419904,,,,,,,,11.232
2128136714419757952,,,,,,,,13.184
2128137229815871232,,,,,,,,2.105
2128137573413245568,,,,,,,,16.051
2128138054451042176,,,,,,,,11.234
2128139497558660224,,,,,,,,12.16
2128139600637881472,,,,,,,,11.71
2128139634997621376,,,,,,,,12.02
2128140146092810368,,,,,,,,0.222
2128140253472804736,,,,,,,,11.26
2128140425271501824,,,,,,,,8.431
2128141417403122944,,,,,,,,19.187
2128141524783121792,,,,,,,,3.21
2128142246337695616,,,,,,,,12.386
2128142933532501376,,,,,,,,13.26
2128144204842804992,,,,,,,,11.02
2128144337980908160,,,,,,,,1.946
2128144342281521152,,,,,,,,11.74
2128144376641264768,,,,,,,,12.145
2128144376641265152,,,,,,,,1.621
2128144445360737408,,,,,,,,10.325
2128144509780155264,,,,,,,,11.736
2128144582799716608,,,,,,,,10.5
2128144857677611264,,,,,,,,2.738
2128144926397113728,,,,,,,,6.67
2128144960756839424,,,,,,,,1.99
2128145098195807872,,,,,,,,5.18
2128145166915272832,,,,,,,,0.879
2128145304354240128,,,,,,,,11.374
2128145506212004608,,,,,,,,2.304
2128145510512609920,,,,,,,,0.463
2128145647951585152,,,,,,,,11.747
2128145716671044352,,,,,,,,23.186
2128145785390512896,,,,,,,,9.98
2128145957189232256,,,,,,,,8.126
2128146025908733568,,,,,,,,10.974
2128146232067172608,,,,,,,,12.47
2128146300786629504,,,,,,,,15.551
2128146335146361856,,,,,,,,9.88
2128146472585332096,,,,,,,,9.361
2128146541304841088,,,,,,,,0.831
2128146644384064512,,,,,,,,0.409
2128146644384065024,,,,,,,,4.883
2128146713103563264,,,,,,,,11.825
2128147022341188352,,,,,,,,26.816
2128147086760827392,,,,,,,,10.839
2128147125420433280,,,,,,,,2.63
2128147194139908352,,,,,,,,11.199
2128148018773587200,,,,,,,,10.58
2128148568529429120,,,,,,,,10.94
2128148671608654720,,,,,,,,10.646
2128149290078439552,,,,,,,,0.588
2128149358803331840,,,,,,,,10.78
2128151008070805888,,,,,,,,7.42
2128151695265618944,,,,,,,,12.04
2128152760418078592,,,,,,,,10.45
2128153619411014400,,,,,,,,13.16
2128153688130516992,,,,,,,,9.793
2128155096879780736,,,,,,,,12.35
2128155161299953024,,,,,,,,12.1
2128156673128579328,,,,,,,,12.99
2128158120536756224,,,,,,,,10.647
2128158601573673728,,,,,,,,10.93
2128158910811242496,,,,,,,,11.28
2128159804164528256,,,,,,,,3.336
2128162415503633920,,,,,,,,11.382
2128163029676990848,,,,,,,,0.609
2128175334765924608,,,,,,,,10.0
2128197909115389568,,,,,,,,13.044
2128198836827103616,,,,,,,,10.41
2128514053065223808,,,,,,,,11.161
